Bibtex Key	Title	Year	URL	Descartado? (S/N) Marcar critério no parsifal	Qual o método de avaliação utilizado (simulação, modelagem analitica, aferição)?	A aplicação está disponível? Open source? Link	Quais as aplicações utilizadas nos testes realizados? Usou alguma benchmarking tool?	Quais as categorias de aplicações (ImageTools, Math, Streaming)?	Usou algum testbed? Real ou virtual?	Quais e quantos dispositivos foram utilizados?	Qual arquitetura utilizada (Single ou multi-cloudlet, Nuvem, D2D, Híbrido, Edge)?	Quais as métrica de avaliação foram adotadas (tempo, energia)?
Hao201811365	Energy Efficient Task Caching and Offloading for Mobile Edge Computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042860608&doi=10.1109%2fACCESS.2018.2805798&partnerID=40&md5=49dbeaea6eff15e081e8f315e6b1a7c0									
Hou2018140	A Continuous-Time Markov decision process-based resource allocation scheme in vehicular cloud for mobile video services	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032793530&doi=10.1016%2fj.comcom.2017.10.011&partnerID=40&md5=cba6dac2e01e22d3e7619457ff7cf9fd									
Jeong20182049	Mobile Edge Computing via a UAV-Mounted Cloudlet: Optimization of Bit Allocation and Path Planning	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042516762&doi=10.1109%2fTVT.2017.2706308&partnerID=40&md5=15f43de03391b1bb799c19400d98af6d									
Wang2018735	Computation rate maximization for wireless powered mobile edge computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050536571&doi=10.23919%2fAPCC.2017.8304010&partnerID=40&md5=7bbf496adda7a98e2753e8e4ca7ec064									
Li20181	Joint subcarrier and power allocation for OFDMA based mobile edge computing system	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045280310&doi=10.1109%2fPIMRC.2017.8292207&partnerID=40&md5=58e9261e84003784231e823c9753c9de									
Yu20181	Computation offloading for mobile edge computing: A deep learning approach	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045273064&doi=10.1109%2fPIMRC.2017.8292514&partnerID=40&md5=3378e12c00da12a403ad544698cbe98f									
Sun2018	An Efficient Offloading Scheme for MEC System Considering Delay and Energy Consumption	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042885984&doi=10.1088%2f1742-6596%2f960%2f1%2f012002&partnerID=40&md5=f46f0542e3ac33405273d9b77e752d71									
Guan20181	Joint optimization for computation offloading and resource allocation in Internet of Things	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045239455&doi=10.1109%2fVTCFall.2017.8287972&partnerID=40&md5=cc79d0d071056fcfbdce43cfe8cd068e									
Yao20181	Load balancing oriented computation offloading in mobile cloudlet	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045282414&doi=10.1109%2fVTCFall.2017.8288336&partnerID=40&md5=0dc594f5f86bad9e97106aecb459f824									
Shi2018164	MAGA: A Mobility-Aware Computation Offloading Decision for Distributed Mobile Cloud Computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035815536&doi=10.1109%2fJIOT.2017.2776252&partnerID=40&md5=3400654b25523db2fcbaf198bab0c802									
Chourasiya20189	Computational offloading in android devices using cloud computing capabilities	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045023489&doi=10.15866%2firecap.v8i1.13349&partnerID=40&md5=ae7082bd605e255dd4da60be9e3d260e									
Liu2018283	Multiobjective Optimization for Computation Offloading in Fog Computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038366106&doi=10.1109%2fJIOT.2017.2780236&partnerID=40&md5=605cb33fa35e39deb25888c36a3361d1									
Midya201858	Multi-objective optimization technique for resource allocation and task scheduling in vehicular cloud architecture: A hybrid adaptive nature inspired approach	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037814974&doi=10.1016%2fj.jnca.2017.11.016&partnerID=40&md5=29febfae0cbe19e4fb115f548633bebb									
Guo20181	Decentralized Computation Offloading in Mobile Edge Computing Empowered Small-Cell Networks	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050469975&doi=10.1109%2fGLOCOMW.2017.8269049&partnerID=40&md5=3c77577d51f2026be2e59169f0be0875									
Liu20181	Latency and Reliability-Aware Task Offloading and Resource Allocation for Mobile Edge Computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050463584&doi=10.1109%2fGLOCOMW.2017.8269175&partnerID=40&md5=2a3fcafd60069198cc5d7567dace69cc									
Yang2018	OPPOCO: From Ad Hoc Cloudlet-assisted edge computation to opportunistic computation offloading	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050999799&doi=10.4108%2feai.28-9-2017.2273365&partnerID=40&md5=51b27ddda6a9942a65cb59a51853a05a									
AzharulKarim2018675	A machine learning based approach to mobile cloud offloading	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046081930&doi=10.1109%2fSAI.2017.8252168&partnerID=40&md5=31fd589a65de23e91b0e644ecec1a7d3									
Muthanna201895	Enabling M2M communication through MEC and SDN	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053892283&doi=10.1007%2f978-3-319-99447-5_9&partnerID=40&md5=5ce3ea9179f74a413ba6d6b6e1790210									
He2018311	Task offloading in edge-clouds with budget constraint	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058653078&doi=10.1007%2f978-3-030-05057-3_25&partnerID=40&md5=f56230df623282b7b6b2417c4e30e9b0									
Li2018	An Energy-Aware Task Offloading Mechanism in Multiuser Mobile-Edge Cloud Computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045646897&doi=10.1155%2f2018%2f7646705&partnerID=40&md5=025347369b6802b845dcda89747e44cf									
Wen201896	Energy-Efficient Device-to-Device Edge Computing Network: An Approach Offloading Both Traffic and Computation	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053471224&doi=10.1109%2fMCOM.2018.17010543&partnerID=40&md5=5e307cc0c29dcb0211df4937904c8fa8									
Min2018316	Analysis of energy aware job offloading in mobile cloud	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052880106&doi=10.1504%2fIJICT.2018.094320&partnerID=40&md5=0d39ff4fde90fb6fb8c08ccb1381ec3d									
Li2018	A Computing Offloading Game for Mobile Devices and Edge Cloud Servers	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058965917&doi=10.1155%2f2018%2f2179316&partnerID=40&md5=2d2c20c81ed309fdbc17dadf586e6f25									
Li2018	Energy Minimization and Offloading Number Maximization in Wireless Mobile Edge Computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063517325&doi=10.1109%2fGLOCOM.2018.8647904&partnerID=40&md5=bc48774a4ea39c5a88e0ba296c9132a3									
Long2018460	Energy-efficient offloading in mobile edge computing with edge-cloud collaboration	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058627507&doi=10.1007%2f978-3-030-05057-3_35&partnerID=40&md5=c3cebfcb6070313db5e195ca8a75aeda									
Mishra201856587	Energy-efficient deployment of edge dataenters for mobile clouds in sustainable iot	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054379709&doi=10.1109%2fACCESS.2018.2872722&partnerID=40&md5=882ed01cc88783f0bb6404d2f113034a									
Chen201861	ThriftyEdge: Resource-Efficient Edge Computing for Intelligent IoT Applications	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041437063&doi=10.1109%2fMNET.2018.1700145&partnerID=40&md5=0558c7c26409a5b59d041712dfbf5edd									
Guo2018	Energy-Efficient Task Offloading and Transmit Power Allocation for Ultra-Dense Edge Computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063550380&doi=10.1109%2fGLOCOM.2018.8647895&partnerID=40&md5=6289b557b21e02ac4e5eb8e7962e4dec									
Somula2018309	A survey on mobile cloud computing: Mobile Computing + Cloud Computing (MCC = MC + CC)	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059550697&doi=10.12694%2fscpe.v19i4.1411&partnerID=40&md5=d44ed0c78e8c78da7f250cc60a93b47c									
Zhou2018	An online algorithm for task offloading in heterogeneous mobile clouds	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041445921&doi=10.1145%2f3122981&partnerID=40&md5=bebf74df398e9a93d19ab2844becd69a									
He2018	Energy-Efficient Mobile-Edge Computation Offloading for Applications with Shared Data	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063437409&doi=10.1109%2fGLOCOM.2018.8647282&partnerID=40&md5=c0d09ecb1585304d5b6623b1f42ff80f									
Haghighi201811849	An offloading strategy in mobile cloud computing considering energy and delay constraints	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044308486&doi=10.1109%2fACCESS.2018.2808411&partnerID=40&md5=bb4302c484ab1dd460002bde72f35584									
Yu2018355	POEM: Pricing longer for edge computing in the device cloud	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058616699&doi=10.1007%2f978-3-030-05057-3_28&partnerID=40&md5=fb1ae7e35a506690d4fd36accb40713c									
Said2018621	Energy aware mobile cloud computing algorithm for android smartphones	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029475327&doi=10.1007%2f978-3-319-64861-3_58&partnerID=40&md5=e86b664b6f7794ec8c83a1d368f97424									
Verma2018697	M2C: An Energy-Efficient Mechanism for Computation in Mobile Cloud Computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042333966&doi=10.1007%2f978-981-10-6872-0_67&partnerID=40&md5=50484f70e29d5e4dda74586ee629ebd3									
Chen2018	Dynamic service request scheduling for mobile edge computing systems	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053901917&doi=10.1155%2f2018%2f1324897&partnerID=40&md5=71f71eb310aa331b5f5a8c6e07654430									
Thanapal201845	Energy saving offloading scheme for mobile cloud computing using CloudSim	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041598162&doi=10.1504%2fIJAIP.2018.089488&partnerID=40&md5=bbbac3f88d251726e4daea75e12fcf30									
EranaVeerappaDinesh2018482	A survey on mobile task offloading and scheduling techniques	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060031374&partnerID=40&md5=930f4732202dcffb960e31f6907c9d2b									
Lordan201883	Enabling GPU support for the COMPSs-mobile framework	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042224012&doi=10.1007%2f978-3-319-74896-2_5&partnerID=40&md5=0d3646538f077d04a4df27059218de2b									
Huang201833	Deep reinforcement learning-based task offloading and resource allocation for mobile edge computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055506516&doi=10.1007%2f978-3-030-00557-3_4&partnerID=40&md5=d9ad45b229eb78add3ffd062b3dac172									
Jiang2018153	Predicted mobile data offloading for mobile edge computing systems	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058506675&doi=10.1007%2f978-3-030-05755-8_16&partnerID=40&md5=fbcc3e619fdb379cc6e776e3c3595577									
Somula201839	Round robin with load degree: An algorithm for optimal cloudlet discovery in mobile cloud computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043776009&doi=10.12694%2fscpe.v19i1.1392&partnerID=40&md5=c7d8399b0d76ff93a00f6121e9cd7404									
Cao2018752	Distributed multiuser computation offloading for cloudlet-based mobile cloud computing: A game-theoretic machine learning approach	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028475032&doi=10.1109%2fTVT.2017.2740724&partnerID=40&md5=54394ebea6ed2695f60af4c74fa73512									
Zhou2018	Augmentation techniques for mobile cloud computing: A taxonomy, survey, and future directions	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040677359&doi=10.1145%2f3152397&partnerID=40&md5=6959afb95f70d0961021aeaad9a42f7d									
Lordan2018325	An architecture for programming distributed applications on fog to cloud systems	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042486149&doi=10.1007%2f978-3-319-75178-8_27&partnerID=40&md5=0f03ec997e10ef5f2cb351970c34056d									
Samanta2018	Latency-Oblivious Distributed Task Scheduling for Mobile Edge Computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063477388&doi=10.1109%2fGLOCOM.2018.8647673&partnerID=40&md5=41d64306d9bfd47257dc2838903f2785									
Hashim20184396	Investigation of security and privacy methods for public mobile cloud computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055928531&doi=10.3923%2fjeasci.2018.4396.4402&partnerID=40&md5=d463eb31135bde04cf9edd4fd17b4539									
Jiang2018124	Opportunistic content offloading for mobile edge computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058504718&doi=10.1007%2f978-3-030-05755-8_13&partnerID=40&md5=5163dd37ce8ff22577222f8023d06076									
Jiao201832	Optimal schedule of mobile edge computing under imperfect CSI	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058644476&doi=10.1007%2f978-3-030-05054-2_3&partnerID=40&md5=5ef0d34930aed33658aa9023ec17362e									
Kumar2018575	Maya: An approach for energy and cost optimization for mobile cloud computing environments	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031422269&doi=10.1007%2f978-981-10-6620-7_55&partnerID=40&md5=709b14ece6b687635ce3a59fdd4b7133									
Yan2018	Optimal Offloading and Resource Allocation in Mobile-Edge Computing with Inter-User Task Dependency	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063534563&doi=10.1109%2fGLOCOM.2018.8647523&partnerID=40&md5=73a1defe13bf07bd0ec79c2fa7698c6b									
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
				Sim								
				Sim								
				Não	aferiação	Sim, open source. Disponível no Github.	BenchImage	ImageTools	Não	2 computadores 2 smartphones em um teste e 20 smartphones em umm segundo teste	single cloudlet	Tempo de execuçao
				Sim								
				Sim								
				Sim								
				Não	Aferiação	Não	NQueens, Facedetection. Não.	Math, ImageTools	Não	1 dispositivo móvel e 1 notebook, ambos reais	single cloudlet	Tempo médio de execução, Conusmo médio de energia, acurácia da predição e tempo salvo com o offloading
